Task_ID,Task_Duration_Days,Labor_Required,Equipment_Units,Material_Cost_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Cost_Per_Day,Labour_Intensity,Combined_Constraint_Score,Complexity_Score,Risk_Score,Composite_Risk_Index,Cost_Risk_Flag,Underestimated_Risk_Flag,Schedule_Critical_Flag,Priority_Score,Priority_Tier,Triple_Threat
T924,26,5,4,47068.36,0,Low,0.65,0.58,2,1810.32,1.25,0.615,0.451,1,0.425,False,False,False,0.362,P3 - Standard Review,False
T925,68,19,4,2354.56,25,Low,0.75,0.37,3,34.63,4.75,0.56,0.699,1,0.488,False,False,True,0.483,P3 - Standard Review,False
T926,19,2,7,9078.27,24,Low,0.46,0.57,0,477.8,0.29,0.515,0.24,1,0.342,False,False,False,0.198,P4 - Low Priority,False
T927,84,10,9,26600.57,12,Medium,0.28,0.35,0,316.67,1.11,0.315,0.472,2,0.538,False,False,False,0.334,P3 - Standard Review,False
T928,20,2,9,3757.37,19,Low,0.98,0.17,3,187.87,0.22,0.575,0.487,1,0.428,False,False,False,0.406,P3 - Standard Review,False
T929,12,11,5,63506.16,2,Medium,0.43,0.28,1,5292.18,2.2,0.355,0.235,2,0.475,False,False,False,0.297,P4 - Low Priority,False
T930,47,18,1,43213.44,19,Low,0.54,0.25,0,919.43,18.0,0.395,0.33,1,0.345,False,False,False,0.222,P4 - Low Priority,False
T931,1,15,1,55266.38,3,Low,0.72,0.44,3,55266.38,15.0,0.58,0.403,1,0.404,False,False,False,0.49,P3 - Standard Review,False
T932,14,9,6,18290.07,28,Medium,0.22,0.63,0,1306.43,1.5,0.425,0.19,2,0.475,False,False,False,0.24,P4 - Low Priority,False
T933,64,19,2,30297.27,25,Low,0.85,0.31,1,473.39,9.5,0.58,0.537,1,0.444,False,False,False,0.35,P3 - Standard Review,False
T934,38,9,8,66718.62,10,Medium,0.63,0.11,2,1755.75,1.12,0.37,0.432,2,0.537,False,False,False,0.401,P3 - Standard Review,False
T935,37,3,9,96564.97,1,Low,0.42,0.52,1,2609.86,0.33,0.47,0.382,1,0.375,False,False,False,0.288,P4 - Low Priority,False
T936,11,9,4,5991.26,13,Medium,0.25,0.58,4,544.66,2.25,0.415,0.474,2,0.559,False,False,False,0.493,P3 - Standard Review,False
T937,77,14,5,89148.05,11,Low,0.33,0.87,3,1157.77,2.8,0.6,0.751,1,0.512,False,True,True,0.507,P2 - Monitor Closely,False
T938,3,19,8,58111.24,29,High,0.92,0.57,1,19370.41,2.38,0.745,0.312,3,0.743,False,False,False,0.453,P3 - Standard Review,False
T939,33,7,3,56828.04,16,Low,0.75,0.48,2,1722.06,2.33,0.615,0.483,1,0.435,False,False,False,0.373,P3 - Standard Review,False
T940,6,16,5,50527.57,11,High,0.4,0.56,0,8421.26,3.2,0.48,0.171,3,0.647,False,False,False,0.319,P3 - Standard Review,False
T941,50,16,3,7870.01,25,Low,0.25,0.84,3,157.4,5.33,0.545,0.613,1,0.46,False,False,False,0.45,P3 - Standard Review,False
T942,10,1,3,9897.81,11,Medium,0.75,0.76,1,989.78,0.33,0.755,0.346,2,0.588,False,False,False,0.361,P3 - Standard Review,False
T943,5,4,3,60490.29,0,Low,0.66,0.36,2,12098.06,1.33,0.51,0.325,1,0.366,False,False,False,0.328,P3 - Standard Review,False
T944,23,4,7,34754.9,12,High,0.52,0.29,1,1511.08,0.57,0.405,0.3,3,0.671,False,False,False,0.384,P3 - Standard Review,False
T945,10,7,7,91809.54,13,Low,0.49,0.31,4,9180.95,1.0,0.4,0.465,1,0.386,False,False,False,0.44,P3 - Standard Review,False
T946,44,8,7,41252.46,23,Low,0.37,0.5,3,937.56,1.14,0.435,0.553,1,0.42,False,False,False,0.421,P3 - Standard Review,False
T947,2,17,8,15184.86,29,Low,0.74,0.7,0,7592.43,2.12,0.72,0.225,1,0.378,False,False,False,0.223,P4 - Low Priority,False
T948,13,5,5,71757.16,1,Low,0.98,0.5,2,5519.78,1.0,0.74,0.43,1,0.444,False,False,False,0.372,P3 - Standard Review,False
T949,40,7,5,30041.99,11,Low,0.34,0.15,1,751.05,1.4,0.245,0.328,1,0.314,False,False,False,0.247,P4 - Low Priority,False
T950,2,4,4,53021.56,25,High,0.68,0.68,3,26510.78,1.0,0.68,0.438,3,0.767,False,False,False,0.584,P2 - Monitor Closely,False
T951,84,6,7,70085.45,20,High,0.54,0.74,1,834.35,0.86,0.64,0.645,3,0.822,False,False,False,0.529,P2 - Monitor Closely,False
T952,65,7,4,90126.15,27,Low,0.56,0.33,3,1386.56,1.75,0.445,0.651,1,0.451,False,False,True,0.459,P3 - Standard Review,False
T953,63,18,2,79426.93,15,High,0.4,0.63,4,1260.74,9.0,0.515,0.738,3,0.824,True,False,False,0.667,P2 - Monitor Closely,False
T954,73,5,4,67959.75,3,Medium,0.86,0.44,1,930.96,1.25,0.65,0.598,2,0.643,False,False,False,0.446,P3 - Standard Review,False
T955,17,3,8,68283.69,7,Low,0.59,0.81,4,4016.69,0.38,0.7,0.586,1,0.482,False,False,False,0.498,P3 - Standard Review,False
T956,9,7,9,94646.54,1,Medium,0.63,0.78,2,10516.28,0.78,0.705,0.402,2,0.595,False,False,False,0.435,P3 - Standard Review,False
T957,75,14,3,30286.59,9,Medium,0.44,0.52,4,403.82,4.67,0.48,0.781,2,0.664,False,False,True,0.612,P2 - Monitor Closely,False
T958,15,7,7,1110.1,8,High,0.35,0.65,3,74.01,1.0,0.5,0.442,3,0.733,False,False,False,0.516,P2 - Monitor Closely,False
T959,24,5,9,27923.5,22,Low,0.27,0.81,2,1163.48,0.56,0.54,0.42,1,0.401,False,False,False,0.343,P3 - Standard Review,False
T960,38,5,4,22571.25,14,Medium,0.77,0.5,1,593.98,1.25,0.635,0.436,2,0.591,False,False,False,0.384,P3 - Standard Review,False
T961,35,2,3,66521.62,12,Low,0.36,0.35,1,1900.62,0.67,0.355,0.339,1,0.339,False,False,False,0.262,P4 - Low Priority,False
T962,49,6,5,63737.45,22,Low,0.75,0.7,3,1300.76,1.2,0.725,0.663,1,0.511,False,False,False,0.485,P3 - Standard Review,False
T963,69,15,1,59752.68,16,Low,0.51,0.28,0,865.98,15.0,0.395,0.429,1,0.374,False,False,False,0.259,P4 - Low Priority,False
T964,62,10,3,2608.1,29,High,0.53,0.41,0,42.07,3.33,0.47,0.42,3,0.72,False,False,False,0.393,P3 - Standard Review,False
T965,60,7,8,73149.03,15,High,0.58,0.79,1,1219.15,0.88,0.685,0.55,3,0.802,False,False,False,0.498,P3 - Standard Review,False
T966,50,5,8,33029.51,27,Medium,0.49,0.68,3,660.59,0.62,0.585,0.625,2,0.638,False,False,False,0.525,P2 - Monitor Closely,False
T967,78,1,4,66840.54,1,Medium,0.28,0.42,0,856.93,0.25,0.35,0.456,2,0.54,False,False,False,0.332,P3 - Standard Review,False
T968,75,13,2,56101.26,19,Low,0.45,0.27,4,748.02,6.5,0.36,0.745,1,0.462,False,True,True,0.523,P2 - Monitor Closely,False
T969,9,18,8,34930.36,19,Low,0.73,0.38,1,3881.15,2.25,0.555,0.282,1,0.362,False,False,False,0.261,P4 - Low Priority,False
T970,34,13,8,14323.05,26,Low,0.73,0.33,4,421.27,1.62,0.53,0.612,1,0.456,False,False,False,0.486,P3 - Standard Review,False
T971,76,18,4,10347.47,13,Low,0.43,0.24,3,136.15,4.5,0.335,0.667,1,0.434,False,False,True,0.453,P3 - Standard Review,False
T972,35,5,3,83320.31,2,Medium,0.57,0.69,4,2380.58,1.67,0.63,0.646,2,0.653,False,False,False,0.578,P2 - Monitor Closely,False
T973,1,13,2,91921.36,22,Medium,0.35,0.3,0,91921.36,6.5,0.325,0.102,2,0.429,False,False,False,0.389,P3 - Standard Review,False
T974,40,4,9,65329.02,11,Low,0.37,0.46,0,1633.23,0.44,0.415,0.304,1,0.341,False,False,False,0.216,P4 - Low Priority,False
T975,64,17,1,11239.98,7,Low,0.22,0.41,2,175.62,17.0,0.315,0.532,1,0.389,False,False,False,0.364,P3 - Standard Review,False
T976,22,3,7,40800.69,1,Low,0.92,0.89,1,1854.58,0.43,0.905,0.445,1,0.481,False,False,False,0.345,P3 - Standard Review,False
T977,60,17,5,73164.98,3,Low,0.37,0.41,3,1219.42,3.4,0.39,0.612,1,0.428,False,False,False,0.439,P3 - Standard Review,False
T978,64,11,8,78202.27,13,High,0.38,0.16,1,1221.91,1.38,0.27,0.444,3,0.687,True,False,False,0.426,P3 - Standard Review,False
T979,72,4,4,12703.64,15,Medium,0.42,0.17,4,176.44,1.0,0.295,0.712,2,0.606,False,False,True,0.571,P2 - Monitor Closely,False
T980,11,2,7,1003.04,18,High,0.3,0.57,3,91.19,0.29,0.435,0.405,3,0.708,False,False,False,0.497,P3 - Standard Review,False
T981,14,16,5,71501.57,1,Low,0.71,0.58,3,5107.26,3.2,0.645,0.481,1,0.44,False,False,False,0.419,P3 - Standard Review,False
T982,60,18,5,36303.02,11,Low,0.26,0.44,0,605.05,3.6,0.35,0.375,1,0.349,False,False,False,0.235,P4 - Low Priority,False
T983,30,8,9,26193.65,28,Low,0.31,0.45,4,873.12,0.89,0.38,0.549,1,0.407,False,False,False,0.452,P3 - Standard Review,False
T984,35,3,9,2276.85,13,High,0.72,0.14,0,65.05,0.33,0.43,0.286,3,0.672,False,False,False,0.34,P3 - Standard Review,False
T985,85,9,9,54489.64,5,Medium,0.47,0.51,0,641.05,1.0,0.49,0.529,2,0.59,False,False,False,0.37,P3 - Standard Review,False
T986,37,6,6,85263.92,12,Low,0.77,0.5,2,2304.43,1.0,0.635,0.507,1,0.446,False,False,False,0.385,P3 - Standard Review,False
T987,5,10,6,95805.53,3,Medium,0.65,0.22,0,19161.11,1.67,0.435,0.153,2,0.466,False,False,False,0.265,P4 - Low Priority,False
T988,83,10,5,57008.75,21,Low,0.4,0.18,1,686.85,2.0,0.29,0.535,1,0.385,False,False,False,0.327,P3 - Standard Review,False
T989,78,13,9,51931.67,17,Medium,0.72,0.2,3,665.79,1.44,0.46,0.714,2,0.64,False,False,True,0.548,P2 - Monitor Closely,False
T990,26,17,8,9420.58,11,High,0.29,0.18,0,362.33,2.12,0.235,0.187,3,0.603,False,False,False,0.289,P4 - Low Priority,False
T991,62,9,7,55338.41,19,Medium,0.63,0.59,1,892.56,1.29,0.61,0.537,2,0.616,False,False,False,0.42,P3 - Standard Review,False
T992,4,17,7,38617.93,26,Medium,0.55,0.26,4,9654.48,2.43,0.405,0.439,2,0.546,False,False,False,0.498,P3 - Standard Review,False
T993,89,9,6,61106.39,21,Low,0.41,0.3,3,686.59,1.5,0.355,0.732,1,0.457,False,True,True,0.48,P3 - Standard Review,False
T994,42,9,5,39483.91,29,Low,0.68,0.24,4,940.09,1.8,0.46,0.627,1,0.447,False,False,False,0.488,P3 - Standard Review,False
T995,89,1,4,24789.61,20,Low,0.9,0.87,1,278.53,0.25,0.885,0.74,1,0.566,False,True,False,0.449,P3 - Standard Review,False
T996,18,2,3,10401.56,18,Low,1.0,0.78,4,577.86,0.67,0.89,0.648,1,0.539,False,False,False,0.529,P2 - Monitor Closely,False
T997,40,16,3,32176.93,7,Medium,0.69,0.28,4,804.42,5.33,0.485,0.625,2,0.618,False,False,False,0.555,P2 - Monitor Closely,False
T998,72,1,6,10567.84,6,Medium,0.52,0.36,4,146.78,0.17,0.44,0.756,2,0.648,False,False,True,0.599,P2 - Monitor Closely,False
T999,39,10,4,18512.8,15,Low,0.38,0.27,0,474.69,2.5,0.325,0.273,1,0.314,False,False,False,0.195,P4 - Low Priority,False
T1000,14,18,6,98746.28,18,High,0.41,0.49,0,7053.31,3.0,0.45,0.198,3,0.649,True,False,False,0.324,P3 - Standard Review,False
T1001,32,8,3,44966.25,5,Low,0.58,0.12,0,1405.2,2.67,0.35,0.249,1,0.311,False,False,False,0.19,P4 - Low Priority,False
T1002,51,11,4,53655.3,19,Low,0.49,0.64,3,1052.06,2.75,0.565,0.624,1,0.467,False,False,False,0.457,P3 - Standard Review,False
T1003,38,2,9,87488.23,26,Low,0.93,0.52,1,2302.32,0.22,0.725,0.463,1,0.451,False,False,False,0.338,P3 - Standard Review,False
T1004,23,8,5,99561.32,20,Low,0.49,0.82,0,4328.75,1.6,0.655,0.3,1,0.388,False,False,False,0.239,P4 - Low Priority,False
T1005,63,8,7,58688.73,10,Low,0.5,0.23,4,931.57,1.14,0.365,0.693,1,0.448,False,False,False,0.504,P2 - Monitor Closely,False
T1006,15,17,2,81434.91,4,Low,0.51,0.74,4,5428.99,8.5,0.625,0.555,1,0.458,False,False,False,0.483,P3 - Standard Review,False
T1007,25,15,5,33367.16,15,Low,0.87,0.73,4,1334.69,3.0,0.8,0.652,1,0.522,False,False,False,0.525,P2 - Monitor Closely,False
T1008,17,17,9,31268.65,6,High,0.72,0.2,4,1839.33,1.89,0.46,0.514,3,0.746,False,False,False,0.581,P2 - Monitor Closely,False
T1009,66,13,3,40867.67,26,Low,0.69,0.42,2,619.21,4.33,0.555,0.613,1,0.462,False,False,False,0.414,P3 - Standard Review,False
T1010,78,19,9,67578.22,4,Low,0.47,0.24,3,866.39,2.11,0.355,0.682,1,0.442,False,False,True,0.462,P3 - Standard Review,False
T1011,53,5,6,68536.98,10,Low,0.85,0.3,1,1293.15,0.83,0.575,0.486,1,0.427,False,False,False,0.332,P3 - Standard Review,False
T1012,51,12,4,32208.7,14,Medium,0.23,0.31,1,631.54,3.0,0.27,0.385,2,0.503,False,False,False,0.336,P3 - Standard Review,False
T1013,39,1,7,14187.78,2,Low,0.9,0.54,0,363.79,0.14,0.72,0.391,1,0.428,False,False,False,0.27,P4 - Low Priority,False
T1014,51,5,8,63607.23,25,High,0.61,0.43,2,1247.2,0.62,0.52,0.535,3,0.764,False,False,False,0.517,P2 - Monitor Closely,False
T1015,70,8,6,13704.26,4,Medium,0.52,0.86,1,195.78,1.33,0.69,0.597,2,0.65,False,False,False,0.447,P3 - Standard Review,False
T1016,6,13,5,58270.76,22,Medium,0.6,0.2,3,9711.79,2.6,0.4,0.372,2,0.525,False,False,False,0.436,P3 - Standard Review,False
T1017,67,8,6,69648.79,20,Medium,0.73,0.88,4,1039.53,1.33,0.805,0.843,2,0.747,False,False,True,0.662,P2 - Monitor Closely,False
T1018,7,11,5,70360.54,4,Low,0.21,0.28,0,10051.51,2.2,0.245,0.105,1,0.247,False,False,False,0.146,P4 - Low Priority,False
T1019,51,1,8,75593.74,8,Low,0.9,0.72,3,1482.23,0.12,0.81,0.697,1,0.538,False,False,False,0.505,P2 - Monitor Closely,False
T1020,72,13,1,87413.08,14,Low,0.56,0.37,1,1214.07,13.0,0.465,0.538,1,0.421,False,False,False,0.343,P3 - Standard Review,False
T1021,42,19,7,50495.94,2,Medium,0.47,0.21,2,1202.28,2.71,0.34,0.441,2,0.534,False,False,False,0.401,P3 - Standard Review,False
T1022,64,3,2,73294.67,28,Low,0.31,0.79,0,1145.23,1.5,0.55,0.453,1,0.413,False,False,False,0.281,P4 - Low Priority,False
T1023,15,17,9,62298.1,5,Low,0.55,0.35,1,4153.21,1.89,0.45,0.277,1,0.34,False,False,False,0.251,P4 - Low Priority,False
T1024,29,5,1,19477.35,16,High,0.6,0.63,0,671.63,5.0,0.615,0.315,3,0.718,False,False,False,0.367,P3 - Standard Review,False
T1025,33,8,6,3543.27,25,Low,0.52,0.55,1,107.37,1.33,0.535,0.384,1,0.389,False,False,False,0.289,P4 - Low Priority,False
T1026,27,14,9,29169.6,20,High,0.74,0.48,4,1080.36,1.56,0.61,0.604,3,0.803,False,False,False,0.624,P2 - Monitor Closely,False
T1027,36,4,1,44860.34,7,Medium,0.54,0.5,2,1246.12,4.0,0.52,0.468,2,0.578,False,False,False,0.426,P3 - Standard Review,False
T1028,29,11,4,62093.49,20,Low,0.97,0.69,4,2141.15,2.75,0.83,0.679,1,0.536,False,False,False,0.539,P2 - Monitor Closely,False
T1029,38,15,4,85145.97,24,Low,0.68,0.17,1,2240.68,3.75,0.425,0.373,1,0.364,False,False,False,0.281,P4 - Low Priority,False
T1030,57,19,9,20428.33,10,Low,0.85,0.63,3,358.39,2.11,0.74,0.703,1,0.526,False,True,False,0.499,P3 - Standard Review,False
T1031,27,7,5,13429.43,5,Medium,0.29,0.82,4,497.39,1.4,0.555,0.588,2,0.621,False,False,False,0.546,P2 - Monitor Closely,False
T1032,55,19,5,96384.51,7,Medium,0.52,0.15,3,1752.45,3.8,0.335,0.573,2,0.572,False,False,False,0.488,P3 - Standard Review,False
T1033,33,19,6,11696.41,9,Medium,0.47,0.21,1,354.44,3.17,0.34,0.325,2,0.499,False,False,False,0.319,P3 - Standard Review,False
T1034,68,11,1,48370.62,23,High,0.66,0.67,2,711.33,11.0,0.665,0.655,3,0.83,False,False,False,0.572,P2 - Monitor Closely,False
T1035,86,5,1,58970.81,28,Medium,0.89,0.45,3,685.71,5.0,0.67,0.813,2,0.711,False,False,True,0.602,P2 - Monitor Closely,False
T1036,66,5,9,54596.07,2,Low,0.26,0.42,1,827.21,0.56,0.34,0.474,1,0.377,False,False,False,0.309,P3 - Standard Review,False
T1037,10,8,3,9517.18,22,Low,0.26,0.21,3,951.72,2.67,0.235,0.34,1,0.316,False,False,False,0.326,P3 - Standard Review,False
T1038,5,10,4,6645.66,13,High,0.88,0.51,4,1329.13,2.5,0.695,0.531,3,0.798,False,False,False,0.605,P2 - Monitor Closely,False
T1039,74,6,1,11442.86,22,Low,0.37,0.2,1,154.63,6.0,0.285,0.493,1,0.372,False,False,False,0.31,P3 - Standard Review,False
T1040,38,15,9,58973.18,13,Low,0.74,0.48,4,1551.93,1.67,0.61,0.654,1,0.485,False,False,False,0.511,P2 - Monitor Closely,False
T1041,13,16,8,54890.14,9,Medium,0.63,0.71,0,4222.32,2.0,0.67,0.259,2,0.545,False,False,False,0.292,P4 - Low Priority,False
T1042,31,17,2,24140.34,11,Low,0.87,0.31,1,778.72,8.5,0.59,0.391,1,0.402,False,False,False,0.298,P4 - Low Priority,False
T1043,47,8,8,64139.64,5,High,0.3,0.48,3,1364.67,1.0,0.39,0.553,3,0.744,False,False,False,0.551,P2 - Monitor Closely,False
T1044,88,8,7,82186.68,11,Medium,0.3,0.89,0,933.94,1.14,0.595,0.574,2,0.625,False,False,False,0.395,P3 - Standard Review,False
T1045,52,9,6,5116.32,22,Low,0.65,0.65,4,98.39,1.5,0.65,0.729,1,0.515,False,True,False,0.538,P2 - Monitor Closely,False
T1046,56,2,1,50314.86,13,High,0.96,0.77,4,898.48,2.0,0.865,0.811,3,0.916,False,False,False,0.721,P1 - Immediate Attention,False
T1047,15,15,7,69241.73,1,Low,0.53,0.43,3,4616.12,2.14,0.48,0.436,1,0.393,False,False,False,0.388,P3 - Standard Review,False
T1048,29,18,7,25978.88,8,Low,0.46,0.71,0,895.82,2.57,0.585,0.306,1,0.375,False,False,False,0.228,P4 - Low Priority,False
T1049,8,3,9,31469.32,9,Low,0.69,0.13,2,3933.66,0.33,0.41,0.309,1,0.341,False,False,False,0.297,P4 - Low Priority,False
T1050,5,17,1,61750.15,25,Low,0.94,0.2,3,12350.03,17.0,0.57,0.418,1,0.406,False,False,False,0.405,P3 - Standard Review,False
T1051,29,4,2,89895.59,16,Low,0.87,0.26,4,3099.85,2.0,0.565,0.6,1,0.46,False,False,False,0.49,P3 - Standard Review,False
T1052,47,4,9,81182.52,16,Low,1.0,0.42,1,1727.29,0.44,0.71,0.499,1,0.458,False,False,False,0.349,P3 - Standard Review,False
T1053,68,14,9,58729.89,2,Low,0.22,0.78,0,863.67,1.56,0.5,0.456,1,0.403,False,False,False,0.277,P4 - Low Priority,False
T1054,76,9,6,73291.95,29,Low,0.29,0.38,2,964.37,1.5,0.335,0.592,1,0.411,False,False,False,0.389,P3 - Standard Review,False
T1055,45,9,6,37117.42,18,Medium,0.69,0.62,1,824.83,1.5,0.655,0.474,2,0.607,False,False,False,0.401,P3 - Standard Review,False
T1056,2,18,4,64455.59,0,High,0.86,0.67,0,32227.8,4.5,0.765,0.238,3,0.724,False,False,False,0.416,P3 - Standard Review,False
T1057,27,10,4,47151.98,11,Low,0.43,0.57,3,1746.37,2.5,0.5,0.496,1,0.415,False,False,False,0.406,P3 - Standard Review,False
T1058,36,4,5,19803.68,6,Low,0.39,0.39,3,550.1,0.8,0.39,0.504,1,0.396,False,False,False,0.398,P3 - Standard Review,False
T1059,36,12,3,70472.09,3,Low,0.83,0.56,0,1957.56,4.0,0.695,0.37,1,0.417,False,False,False,0.263,P4 - Low Priority,False
T1060,26,8,1,56090.0,9,Low,0.25,0.37,2,2157.31,8.0,0.31,0.36,1,0.337,False,False,False,0.304,P3 - Standard Review,False
T1061,43,2,1,36503.54,12,Medium,0.5,0.17,0,848.92,2.0,0.335,0.294,2,0.489,False,False,False,0.271,P4 - Low Priority,False
T1062,27,13,7,91222.58,1,Medium,0.6,0.89,1,3378.61,1.86,0.745,0.42,2,0.608,False,False,False,0.393,P3 - Standard Review,False
T1063,69,16,1,3072.48,9,Low,0.65,0.2,1,44.53,16.0,0.425,0.513,1,0.406,False,False,False,0.328,P3 - Standard Review,False
T1064,20,2,1,32261.54,20,Low,0.78,0.16,3,1613.08,2.0,0.47,0.456,1,0.397,False,False,False,0.389,P3 - Standard Review,False
T1065,11,11,3,6631.26,21,Low,0.48,0.8,0,602.84,3.67,0.64,0.241,1,0.367,False,False,False,0.208,P4 - Low Priority,False
T1066,74,10,4,76886.2,24,Medium,0.69,0.34,3,1039.0,2.5,0.515,0.712,2,0.65,False,False,True,0.553,P2 - Monitor Closely,False
T1067,38,15,4,70508.64,3,Low,0.67,0.62,2,1855.49,3.75,0.645,0.514,1,0.45,False,False,False,0.387,P3 - Standard Review,False
T1068,6,17,2,33803.87,17,High,0.64,0.36,1,5633.98,8.5,0.5,0.252,3,0.676,False,False,False,0.383,P3 - Standard Review,False
T1069,72,8,1,67890.63,4,Medium,0.71,0.41,4,942.93,8.0,0.56,0.792,2,0.683,False,False,True,0.623,P2 - Monitor Closely,False
T1070,23,18,3,40197.79,18,Low,0.41,0.31,4,1747.73,6.0,0.36,0.511,1,0.392,False,False,False,0.438,P3 - Standard Review,False
T1071,47,9,4,75869.13,1,Medium,0.27,0.37,0,1614.24,2.25,0.32,0.307,2,0.489,False,False,False,0.276,P4 - Low Priority,False
T1072,46,8,3,45964.18,11,High,0.3,0.43,0,999.22,2.67,0.365,0.316,3,0.668,False,False,False,0.348,P3 - Standard Review,False
T1073,12,14,8,41815.69,16,Medium,0.38,0.68,4,3484.64,1.75,0.53,0.513,2,0.593,False,False,False,0.523,P2 - Monitor Closely,False
T1074,13,18,1,93538.26,9,Low,0.6,0.51,0,7195.25,18.0,0.555,0.225,1,0.345,False,False,False,0.209,P4 - Low Priority,False
T1075,62,12,2,25837.03,1,Low,0.87,0.85,1,416.73,6.0,0.86,0.612,1,0.522,False,False,False,0.4,P3 - Standard Review,False
T1076,82,19,7,12924.29,5,High,0.76,0.13,2,157.61,2.71,0.445,0.652,3,0.785,False,False,False,0.552,P2 - Monitor Closely,False
T1077,89,14,4,58869.77,7,Medium,0.83,0.5,2,661.46,3.5,0.665,0.75,2,0.691,False,False,False,0.54,P2 - Monitor Closely,False
T1078,60,17,8,96962.86,28,Medium,0.48,0.57,3,1616.05,2.12,0.525,0.652,2,0.634,False,False,False,0.532,P2 - Monitor Closely,False
T1079,43,3,3,38406.08,18,High,0.52,0.84,1,893.16,1.0,0.68,0.472,3,0.778,False,False,False,0.469,P3 - Standard Review,False
T1080,76,7,6,7141.64,10,High,0.51,0.14,0,93.97,1.17,0.325,0.439,3,0.697,False,False,False,0.389,P3 - Standard Review,False
T1081,68,17,9,34591.22,24,High,0.35,0.56,0,508.69,1.89,0.455,0.442,3,0.724,False,False,False,0.401,P3 - Standard Review,False
T1082,5,12,1,51087.23,11,Low,0.25,0.78,3,10217.45,12.0,0.515,0.402,1,0.39,False,False,False,0.39,P3 - Standard Review,False
T1083,37,9,1,17030.38,8,Medium,0.67,0.29,3,460.28,9.0,0.48,0.535,2,0.59,False,False,False,0.483,P3 - Standard Review,False
T1084,72,15,8,66152.12,1,Medium,0.99,0.8,0,918.78,1.88,0.895,0.592,2,0.69,False,False,False,0.426,P3 - Standard Review,False
T1085,31,18,3,99777.19,7,Medium,0.33,0.12,0,3218.62,6.0,0.225,0.207,2,0.44,False,False,False,0.234,P4 - Low Priority,False
T1086,9,13,5,45722.21,25,Medium,0.24,0.69,1,5080.25,2.6,0.465,0.255,2,0.503,False,False,False,0.313,P3 - Standard Review,False
T1087,51,8,1,36118.13,10,Low,0.82,0.85,3,708.2,8.0,0.835,0.705,1,0.545,False,True,False,0.508,P2 - Monitor Closely,False
T1088,29,14,5,40669.71,27,Medium,0.4,0.63,1,1402.4,2.8,0.515,0.36,2,0.544,False,False,False,0.348,P3 - Standard Review,False
T1089,78,8,6,12399.47,20,Medium,0.86,0.45,0,158.97,1.33,0.655,0.547,2,0.628,False,False,False,0.388,P3 - Standard Review,False
T1090,40,14,8,88444.09,3,Low,0.76,0.14,4,2211.1,1.75,0.45,0.615,1,0.441,False,False,False,0.485,P3 - Standard Review,False
T1091,41,7,3,42067.74,9,Low,0.96,0.84,4,1026.04,2.33,0.9,0.754,1,0.573,False,True,False,0.57,P2 - Monitor Closely,False
T1092,86,12,3,39340.17,20,Low,0.53,0.48,0,457.44,4.0,0.505,0.538,1,0.429,False,False,False,0.307,P3 - Standard Review,False
T1093,11,11,9,66309.34,19,Low,0.73,0.12,3,6028.12,1.22,0.425,0.402,1,0.372,False,False,False,0.374,P3 - Standard Review,False
T1094,23,11,4,44761.31,15,Low,0.57,0.65,4,1946.14,2.75,0.61,0.586,1,0.464,False,False,False,0.486,P3 - Standard Review,False
T1095,1,13,4,65175.11,7,Low,0.7,0.49,3,65175.11,3.25,0.595,0.408,1,0.408,False,False,False,0.514,P2 - Monitor Closely,False
T1096,46,18,7,7083.18,3,Medium,0.56,0.2,4,153.98,2.57,0.38,0.621,2,0.596,False,False,False,0.544,P2 - Monitor Closely,False
T1097,21,2,2,81558.61,28,Medium,0.35,0.27,3,3883.74,1.0,0.31,0.412,2,0.519,False,False,False,0.431,P3 - Standard Review,False
T1098,36,15,8,94109.89,9,Medium,0.61,0.15,4,2614.16,1.88,0.38,0.576,2,0.582,False,False,False,0.532,P2 - Monitor Closely,False
T1099,54,18,6,65227.77,11,High,0.62,0.56,3,1207.92,3.0,0.59,0.645,3,0.812,False,False,False,0.601,P2 - Monitor Closely,False
T1100,87,15,3,95502.03,28,Low,0.85,0.6,1,1097.72,5.0,0.725,0.684,1,0.517,False,False,False,0.418,P3 - Standard Review,False
T1101,57,19,9,15991.8,13,Low,0.79,0.5,3,280.56,2.11,0.645,0.675,1,0.498,False,False,False,0.481,P3 - Standard Review,False
T1102,1,12,5,48264.2,15,High,0.73,0.75,1,48264.2,2.4,0.74,0.301,3,0.738,False,False,False,0.509,P2 - Monitor Closely,False
T1103,63,13,8,60578.87,21,Low,0.29,0.79,1,961.57,1.62,0.54,0.52,1,0.431,False,False,False,0.342,P3 - Standard Review,False
T1104,54,11,7,58591.93,17,High,0.78,0.59,0,1085.04,1.57,0.685,0.448,3,0.771,False,False,False,0.423,P3 - Standard Review,False
T1105,55,5,8,40744.72,20,High,0.6,0.11,1,740.81,0.62,0.355,0.429,3,0.7,False,False,False,0.426,P3 - Standard Review,False
T1106,40,1,7,34470.36,21,Medium,0.92,0.66,2,861.76,0.14,0.79,0.567,2,0.661,False,False,False,0.483,P3 - Standard Review,False
T1107,15,3,3,13555.58,20,High,0.94,0.43,1,903.71,1.0,0.685,0.348,3,0.741,False,False,False,0.423,P3 - Standard Review,False
